13.920362812,New Point
15.743129252,New Point
17.252426304,New Point
17.890975057,New Point
20.561269841,New Point
25.762539683,New Point
27.248616780,New Point
29.141043084,New Point
30.592290249,New Point
31.277278912,New Point
33.935963719,New Point
37.987845805,New Point
40.600090703,New Point
41.459229025,New Point
42.016507937,New Point
42.724716553,New Point
42.875646259,New Point
43.502585034,New Point
44.326893424,New Point
45.673650794,New Point
47.008798186,New Point
49.783582766,New Point
50.944580499,New Point
52.360997732,New Point
53.742585034,New Point
55.193832200,New Point
55.402811791,New Point
56.447709751,New Point
57.411337868,New Point
58.978684807,New Point
60.395102041,New Point
61.498049887,New Point
61.625759637,New Point
61.962448980,New Point
62.055328798,New Point
63.092970522,New Point
64.290249433,New Point
65.574603175,New Point
67.018594104,New Point
68.201360544,New Point
68.665759637,New Point
69.855782313,New Point
70.980498866,New Point
72.257596372,New Point
74.107936508,New Point
76.604081633,New Point
77.482086168,New Point
79.005895692,New Point
80.754648526,New Point
83.308843537,New Point
84.331972789,New Point
85.594557823,New Point
87.459410431,New Point
89.970068027,New Point
90.760997732,New Point
92.292063492,New Point
93.910204082,New Point
95.651700680,New Point
97.248072562,New Point
97.625396825,New Point
100.556916100,New Point
102.320181406,New Point
103.931065760,New Point
106.049886621,New Point
107.261678005,New Point
110.476190476,New Point
113.930158730,New Point
115.599092971,New Point
120.591383220,New Point
121.629024943,New Point
121.999092971,New Point
123.218140590,New Point
124.350113379,New Point
125.576417234,New Point
127.455782313,New Point
129.901133787,New Point
130.771882086,New Point
132.331972789,New Point
134.124263039,New Point
136.613151927,New Point
137.621768707,New Point
138.913378685,New Point
140.807256236,New Point
143.252607710,New Point
144.079818594,New Point
145.697959184,New Point
147.243537415,New Point
149.761451247,New Point
150.799092971,New Point
152.526077098,New Point
153.839455782,New Point
156.763718821,New Point
157.264399093,New Point
159.100226757,New Point
160.565986395,New Point
161.502040816,New Point
162.024489796,New Point
163.512018141,New Point
164.324716553,New Point
165.655510204,New Point
167.005170068,New Point
169.804625850,New Point
171.062857143,New Point
172.321088435,New Point
173.709931973,New Point
176.648707483,New Point
177.497687075,New Point
179.134693878,New Point
180.384217687,New Point
181.503129252,New Point
181.825306122,New Point
183.092244898,New Point
184.285170068,New Point
185.569523810,New Point
186.927891156,New Point
188.164353741,New Point
188.647619048,New Point
189.749115646,New Point
191.002993197,New Point
192.252517007,New Point
194.102857143,New Point
196.580136054,New Point
197.455238095,New Point
198.957278912,New Point
200.781496599,New Point
203.223945578,New Point
204.360272109,New Point
205.601088435,New Point
207.451428571,New Point
209.885170068,New Point
210.742857143,New Point
212.610612245,New Point
233.717551020,New Point
234.840816327,New Point
235.398095238,New Point
236.429931973,New Point
237.688163265,New Point
238.946394558,New Point
240.770612245,New Point
243.243537415,New Point
244.096870748,New Point
245.533605442,New Point
247.405714286,New Point
249.974421769,New Point
251.045442177,New Point
252.434285714,New Point
254.106122449,New Point
256.640000000,New Point
257.436734694,New Point
259.012789116,New Point
260.710748299,New Point
263.174965986,New Point
264.333061224,New Point
265.626122449,New Point
267.485170068,New Point
268.961088435,New Point
269.135238095,New Point
269.940680272,New Point
270.785306122,New Point
272.491972789,New Point
273.959183673,New Point
276.575782313,New Point
277.699047619,New Point
278.961632653,New Point
280.785850340,New Point
283.088979592,New Point
