8.000000000,New Point
10.425759637,New Point
10.704399093,New Point
11.540317460,New Point
11.990204082,New Point
15.650249433,New Point
16.013061224,New Point
18.413424036,New Point
18.768979592,New Point
22.430476190,New Point
22.752653061,New Point
23.568253968,New Point
23.960816327,New Point
29.814421769,New Point
32.006530612,New Point
35.619410431,New Point
35.996734694,New Point
39.566802721,New Point
39.845442177,New Point
42.480907029,New Point
42.755918367,New Point
43.537414966,New Point
43.990204082,New Point
47.531247166,New Point
48.333061224,New Point
51.699229025,New Point
52.029387755,New Point
54.485623583,New Point
55.986938776,New Point
59.547573696,New Point
60.016326531,New Point
63.576235828,New Point
63.973877551,New Point
66.362630385,New Point
66.755918367,New Point
67.570068027,New Point
68.003265306,New Point
70.414512472,New Point
74.755918367,New Point
75.557732426,New Point
78.759183673,New Point
79.539954649,New Point
82.749387755,New Point
83.557006803,New Point
86.746122449,New Point
87.550839002,New Point
88.013061224,New Point
91.498231293,New Point
91.787755102,New Point
94.551655329,New Point
94.772244898,New Point
95.573333333,New Point
96.000000000,New Point
98.522267574,New Point
98.755918367,New Point
99.601995465,New Point
100.003265306,New Point
103.537777778,New Point
103.994920635,New Point
107.543219955,New Point
108.754285714,New Point
109.586575964,New Point
109.963174603,New Point
113.313378685,New Point
113.660952381,New Point
116.204263039,New Point
117.399365079,New Point
123.646258503,New Point
125.135238095,New Point
125.933424036,New Point
127.136507937,New Point
127.907120181,New Point
129.153015873,New Point
129.950476190,New Point
131.159365079,New Point
131.982222222,New Point
133.150476190,New Point
133.944308390,New Point
