1.393197279,New Point
5.006802721,New Point
18.822675737,New Point
20.091065760,New Point
21.797732426,New Point
23.208344671,New Point
25.036916100,New Point
26.134058957,New Point
28.110657596,New Point
29.384852608,New Point
29.866666667,New Point
29.988571429,New Point
30.243990930,New Point
31.445623583,New Point
31.593650794,New Point
33.076825397,New Point
40.600090703,New Point
41.970068027,New Point
43.624489796,New Point
45.029297052,New Point
46.722902494,New Point
48.111746032,New Point
49.872108844,New Point
51.420589569,New Point
51.635374150,New Point
55.066122449,New Point
60.640362812,New Point
62.630022676,New Point
63.956462585,New Point
65.729886621,New Point
67.134693878,New Point
68.992290249,New Point
70.262131519,New Point
71.993469388,New Point
88.794557823,New Point
89.907664399,New Point
91.907482993,New Point
93.291972789,New Point
94.962358277,New Point
96.577596372,New Point
98.060770975,New Point
99.300136054,New Point
99.840000000,New Point
101.459591837,New Point
102.376780045,New Point
104.640725624,New Point
105.505668934,New Point
109.673650794,New Point
